television,radio,co_hyponyms 
seven,series,None 
physics,chemistry,co_hyponyms 
football,basketball,co_hyponyms 
rock,jazz,co_hyponyms 
man,woman,antonyms 
liquid,water,hyponyms 
king,queen,identity 
psychology,science,hypernyms 
computer,news,None 
five,month,None 
image,surface,None 
type,kind,hypernyms 
planet,moon,None 
journal,association,None 
glass,metal,None 
planet,sun,co_member_meronyms 
planet,star,co_hyponyms 
music,project,None 
school,center,co_hyponyms 
media,radio,indirect_hyponyms 
population,development,None 
food,fruit,None 
money,dollar,None 
space,chemistry,None 
cup,object,indirect_hypernyms 
life,death,part_meronyms 
experience,music,None 
cup,article,indirect_hypernyms 
money,cash,co_hyponyms 
train,car,member_meronyms 
coast,hill,None 
cup,food,indirect_hypernyms 
ministry,culture,None 
life,term,indirect_hypernyms 
coast,forest,None 
consumer,energy,None 
money,currency,hypernyms 
problem,airport,None 
street,block,None 
energy,secretary,None 
wood,forest,identity 
skin,eye,None 
century,year,indirect_part_meronyms 
plane,car,indirect_hypernyms 
student,professor,None 
cup,substance,indirect_hypernyms 
street,place,indirect_hypernyms 
start,year,None 
media,gain,None 
holy,sex,None 
man,governor,None 
president,medal,None 
direction,combination,None 
car,flight,None 
minority,peace,None 
architecture,century,None 
focus,life,None 
stock,life,None 
start,match,co_hyponyms 
opera,performance,None 
opera,industry,None 
peace,plan,None 
professor,doctor,None 
street,children,None 
century,nation,None 
money,operation,None 
sugar,approach,None 
peace,atmosphere,None 
development,issue,indirect_hypernyms 
practice,institution,indirect_hyponyms 
report,gain,None 
month,hotel,None 
attempt,peace,None 
travel,activity,indirect_hypernyms 
stock,live,None 
media,trading,co_hyponyms 
drink,mother,None 
governor,interview,None 
line,insurance,hyponyms 
profit,loss,None 
drink,car,None 
possibility,girl,None 
investigation,effort,None 
peace,insurance,None 
