physics,chemistry,co_hyponyms 
football,basketball,co_hyponyms 
television,radio,co_hyponyms 
seven,series,None 
liquid,water,hyponyms 
rock,jazz,co_hyponyms 
king,queen,identity 
man,woman,antonyms 
psychology,science,hypernyms 
glass,metal,None 
computer,news,None 
planet,moon,None 
type,kind,hypernyms 
five,month,None 
music,project,None 
planet,sun,co_member_meronyms 
image,surface,None 
media,radio,indirect_hyponyms 
journal,association,None 
food,fruit,None 
money,cash,co_hyponyms 
experience,music,None 
train,car,member_meronyms 
space,chemistry,None 
population,development,None 
planet,star,co_hyponyms 
life,death,part_meronyms 
school,center,co_hyponyms 
cup,food,indirect_hypernyms 
life,term,indirect_hypernyms 
money,currency,hypernyms 
coast,forest,None 
coast,hill,None 
plane,car,indirect_hypernyms 
ministry,culture,None 
money,dollar,None 
start,year,None 
man,governor,None 
street,place,indirect_hypernyms 
consumer,energy,None 
energy,secretary,None 
cup,object,indirect_hypernyms 
century,year,indirect_part_meronyms 
cup,article,indirect_hypernyms 
problem,airport,None 
street,block,None 
car,flight,None 
holy,sex,None 
start,match,co_hyponyms 
president,medal,None 
architecture,century,None 
media,gain,None 
skin,eye,None 
wood,forest,identity 
travel,activity,indirect_hypernyms 
student,professor,None 
stock,life,None 
street,children,None 
direction,combination,None 
minority,peace,None 
peace,plan,None 
cup,substance,indirect_hypernyms 
development,issue,indirect_hypernyms 
focus,life,None 
peace,atmosphere,None 
drink,mother,None 
opera,performance,None 
stock,live,None 
attempt,peace,None 
opera,industry,None 
drink,car,None 
report,gain,None 
media,trading,co_hyponyms 
line,insurance,hyponyms 
century,nation,None 
month,hotel,None 
money,operation,None 
professor,doctor,None 
sugar,approach,None 
practice,institution,indirect_hyponyms 
profit,loss,None 
governor,interview,None 
peace,insurance,None 
investigation,effort,None 
possibility,girl,None 
