television,radio,co_hyponyms 
seven,series,None 
rock,jazz,co_hyponyms 
physics,chemistry,co_hyponyms 
football,basketball,co_hyponyms 
liquid,water,hyponyms 
psychology,science,hypernyms 
man,woman,antonyms 
computer,news,None 
king,queen,identity 
five,month,None 
glass,metal,None 
type,kind,hypernyms 
music,project,None 
media,radio,indirect_hyponyms 
image,surface,None 
journal,association,None 
planet,sun,co_member_meronyms 
planet,moon,None 
school,center,co_hyponyms 
money,currency,hypernyms 
population,development,None 
life,term,indirect_hypernyms 
food,fruit,None 
life,death,part_meronyms 
money,cash,co_hyponyms 
ministry,culture,None 
street,block,None 
space,chemistry,None 
train,car,member_meronyms 
experience,music,None 
coast,forest,None 
consumer,energy,None 
money,dollar,None 
plane,car,indirect_hypernyms 
planet,star,co_hyponyms 
problem,airport,None 
coast,hill,None 
cup,food,indirect_hypernyms 
man,governor,None 
street,place,indirect_hypernyms 
energy,secretary,None 
cup,article,indirect_hypernyms 
century,year,indirect_part_meronyms 
cup,object,indirect_hypernyms 
cup,substance,indirect_hypernyms 
car,flight,None 
student,professor,None 
wood,forest,identity 
skin,eye,None 
holy,sex,None 
president,medal,None 
month,hotel,None 
focus,life,None 
architecture,century,None 
start,year,None 
street,children,None 
opera,performance,None 
stock,life,None 
media,gain,None 
peace,plan,None 
direction,combination,None 
century,nation,None 
line,insurance,hyponyms 
travel,activity,indirect_hypernyms 
development,issue,indirect_hypernyms 
opera,industry,None 
attempt,peace,None 
professor,doctor,None 
sugar,approach,None 
profit,loss,None 
start,match,co_hyponyms 
money,operation,None 
report,gain,None 
minority,peace,None 
practice,institution,indirect_hyponyms 
peace,atmosphere,None 
media,trading,co_hyponyms 
peace,insurance,None 
stock,live,None 
governor,interview,None 
drink,mother,None 
possibility,girl,None 
investigation,effort,None 
drink,car,None 
