physics,chemistry,None 
television,radio,None 
football,basketball,co_part_holonyms 
rock,jazz,None 
type,kind,hypernyms 
liquid,water,hyponyms 
seven,series,None 
king,queen,identity 
psychology,science,hypernyms 
man,woman,antonyms 
food,fruit,None 
planet,moon,None 
glass,metal,None 
five,month,None 
journal,association,None 
media,radio,indirect_hyponyms 
image,surface,None 
coast,hill,None 
planet,sun,None 
money,cash,None 
computer,news,None 
century,year,indirect_part_meronyms 
consumer,energy,None 
music,project,None 
planet,star,None 
experience,music,None 
train,car,member_meronyms 
space,chemistry,None 
car,flight,None 
life,death,part_meronyms 
student,professor,None 
skin,eye,None 
population,development,None 
cup,substance,indirect_hypernyms 
money,currency,hypernyms 
plane,car,indirect_hypernyms 
cup,food,indirect_hypernyms 
life,term,indirect_hypernyms 
coast,forest,None 
money,dollar,None 
cup,article,indirect_hypernyms 
wood,forest,identity 
architecture,century,None 
media,gain,None 
school,center,None 
century,nation,None 
man,governor,None 
street,place,indirect_hypernyms 
professor,doctor,None 
start,year,None 
ministry,culture,None 
street,block,None 
travel,activity,indirect_hypernyms 
cup,object,indirect_hypernyms 
opera,performance,None 
problem,airport,None 
energy,secretary,None 
focus,life,None 
peace,plan,None 
development,issue,indirect_hypernyms 
practice,institution,indirect_hyponyms 
direction,combination,None 
sugar,approach,None 
stock,life,None 
holy,sex,None 
opera,industry,None 
start,match,None 
drink,mother,None 
report,gain,None 
money,operation,None 
media,trading,None 
attempt,peace,None 
street,children,None 
stock,live,None 
peace,atmosphere,None 
line,insurance,hyponyms 
drink,car,None 
president,medal,None 
investigation,effort,None 
month,hotel,None 
possibility,girl,None 
minority,peace,None 
profit,loss,None 
governor,interview,None 
peace,insurance,None 
