seven,series,None 
physics,chemistry,co_hyponyms 
television,radio,co_hyponyms 
football,basketball,co_hyponyms 
rock,jazz,co_hyponyms 
liquid,water,hyponyms 
man,woman,antonyms 
psychology,science,hypernyms 
computer,news,None 
king,queen,identity 
glass,metal,None 
image,surface,None 
journal,association,None 
five,month,None 
type,kind,hypernyms 
population,development,None 
music,project,None 
school,center,co_hyponyms 
food,fruit,None 
planet,sun,co_member_meronyms 
planet,moon,None 
space,chemistry,None 
media,radio,indirect_hyponyms 
experience,music,None 
skin,eye,None 
energy,secretary,None 
money,cash,co_hyponyms 
man,governor,None 
life,death,part_meronyms 
cup,food,indirect_hypernyms 
student,professor,None 
train,car,member_meronyms 
money,currency,hypernyms 
problem,airport,None 
planet,star,co_hyponyms 
life,term,indirect_hypernyms 
ministry,culture,None 
coast,forest,None 
plane,car,indirect_hypernyms 
money,dollar,None 
cup,object,indirect_hypernyms 
professor,doctor,None 
consumer,energy,None 
century,year,indirect_part_meronyms 
street,block,None 
street,place,indirect_hypernyms 
president,medal,None 
holy,sex,None 
coast,hill,None 
start,year,None 
cup,article,indirect_hypernyms 
car,flight,None 
wood,forest,identity 
cup,substance,indirect_hypernyms 
architecture,century,None 
peace,plan,None 
street,children,None 
direction,combination,None 
stock,life,None 
opera,performance,None 
stock,live,None 
media,gain,None 
focus,life,None 
start,match,co_hyponyms 
century,nation,None 
month,hotel,None 
development,issue,indirect_hypernyms 
money,operation,None 
practice,institution,indirect_hyponyms 
opera,industry,None 
sugar,approach,None 
governor,interview,None 
report,gain,None 
minority,peace,None 
profit,loss,None 
media,trading,co_hyponyms 
travel,activity,indirect_hypernyms 
peace,atmosphere,None 
peace,insurance,None 
line,insurance,hyponyms 
attempt,peace,None 
drink,car,None 
drink,mother,None 
investigation,effort,None 
possibility,girl,None 
