television,radio,co_hyponyms 
physics,chemistry,co_hyponyms 
seven,series,None 
football,basketball,co_hyponyms 
king,queen,identity 
rock,jazz,co_hyponyms 
liquid,water,hyponyms 
man,woman,antonyms 
five,month,None 
image,surface,None 
computer,news,None 
psychology,science,hypernyms 
journal,association,None 
media,radio,indirect_hyponyms 
food,fruit,None 
school,center,co_hyponyms 
glass,metal,None 
music,project,None 
type,kind,hypernyms 
planet,moon,None 
life,death,part_meronyms 
population,development,None 
planet,sun,co_member_meronyms 
space,chemistry,None 
street,block,None 
life,term,indirect_hypernyms 
ministry,culture,None 
skin,eye,None 
consumer,energy,None 
experience,music,None 
plane,car,indirect_hypernyms 
money,cash,co_hyponyms 
train,car,member_meronyms 
problem,airport,None 
energy,secretary,None 
planet,star,co_hyponyms 
money,dollar,None 
man,governor,None 
street,place,indirect_hypernyms 
money,currency,hypernyms 
student,professor,None 
start,year,None 
coast,hill,None 
wood,forest,identity 
cup,food,indirect_hypernyms 
cup,object,indirect_hypernyms 
coast,forest,None 
president,medal,None 
car,flight,None 
stock,life,None 
century,year,indirect_part_meronyms 
holy,sex,None 
street,children,None 
cup,article,indirect_hypernyms 
development,issue,indirect_hypernyms 
cup,substance,indirect_hypernyms 
peace,plan,None 
opera,performance,None 
direction,combination,None 
architecture,century,None 
professor,doctor,None 
focus,life,None 
media,gain,None 
line,insurance,hyponyms 
stock,live,None 
opera,industry,None 
minority,peace,None 
century,nation,None 
sugar,approach,None 
peace,atmosphere,None 
attempt,peace,None 
money,operation,None 
travel,activity,indirect_hypernyms 
start,match,co_hyponyms 
report,gain,None 
month,hotel,None 
drink,mother,None 
governor,interview,None 
peace,insurance,None 
profit,loss,None 
media,trading,co_hyponyms 
investigation,effort,None 
practice,institution,indirect_hyponyms 
drink,car,None 
possibility,girl,None 
