football,basketball,co_hyponyms 
physics,chemistry,co_hyponyms 
television,radio,co_hyponyms 
type,kind,hypernyms 
rock,jazz,co_hyponyms 
liquid,water,hyponyms 
seven,series,None 
journal,association,None 
glass,metal,None 
man,woman,antonyms 
psychology,science,hypernyms 
money,cash,co_hyponyms 
planet,moon,None 
king,queen,identity 
food,fruit,None 
five,month,None 
skin,eye,None 
coast,hill,None 
planet,sun,co_member_meronyms 
plane,car,indirect_hypernyms 
century,year,indirect_part_meronyms 
train,car,member_meronyms 
consumer,energy,None 
coast,forest,None 
architecture,century,None 
media,radio,indirect_hyponyms 
planet,star,co_hyponyms 
image,surface,None 
experience,music,None 
car,flight,None 
drink,mother,None 
cup,substance,indirect_hypernyms 
money,currency,hypernyms 
start,year,None 
computer,news,None 
wood,forest,identity 
street,place,indirect_hypernyms 
student,professor,None 
century,nation,None 
cup,article,indirect_hypernyms 
problem,airport,None 
professor,doctor,None 
space,chemistry,None 
street,block,None 
practice,institution,indirect_hyponyms 
travel,activity,indirect_hypernyms 
media,gain,None 
peace,plan,None 
cup,food,indirect_hypernyms 
population,development,None 
ministry,culture,None 
life,death,part_meronyms 
life,term,indirect_hypernyms 
money,dollar,None 
holy,sex,None 
energy,secretary,None 
music,project,None 
start,match,co_hyponyms 
opera,performance,None 
man,governor,None 
sugar,approach,None 
drink,car,None 
school,center,co_hyponyms 
development,issue,indirect_hypernyms 
report,gain,None 
peace,atmosphere,None 
media,trading,co_hyponyms 
cup,object,indirect_hypernyms 
investigation,effort,None 
attempt,peace,None 
month,hotel,None 
direction,combination,None 
street,children,None 
stock,life,None 
opera,industry,None 
stock,live,None 
focus,life,None 
president,medal,None 
money,operation,None 
minority,peace,None 
profit,loss,None 
possibility,girl,None 
line,insurance,hyponyms 
governor,interview,None 
peace,insurance,None 
