physics,chemistry,None 
football,basketball,co_part_holonyms 
television,radio,None 
rock,jazz,None 
liquid,water,hyponyms 
type,kind,hypernyms 
seven,series,None 
glass,metal,None 
king,queen,identity 
man,woman,antonyms 
planet,moon,None 
journal,association,None 
money,cash,None 
food,fruit,None 
psychology,science,hypernyms 
planet,sun,None 
media,radio,indirect_hyponyms 
century,year,indirect_part_meronyms 
five,month,None 
experience,music,None 
street,block,None 
architecture,century,None 
coast,forest,None 
image,surface,None 
train,car,member_meronyms 
coast,hill,None 
skin,eye,None 
planet,star,None 
money,currency,hypernyms 
space,chemistry,None 
computer,news,None 
cup,substance,indirect_hypernyms 
street,place,indirect_hypernyms 
consumer,energy,None 
population,development,None 
music,project,None 
student,professor,None 
life,death,part_meronyms 
life,term,indirect_hypernyms 
plane,car,indirect_hypernyms 
car,flight,None 
cup,object,indirect_hypernyms 
century,nation,None 
money,dollar,None 
start,year,None 
cup,food,indirect_hypernyms 
wood,forest,identity 
energy,secretary,None 
ministry,culture,None 
school,center,None 
drink,mother,None 
cup,article,indirect_hypernyms 
problem,airport,None 
focus,life,None 
opera,performance,None 
media,gain,None 
man,governor,None 
travel,activity,indirect_hypernyms 
practice,institution,indirect_hyponyms 
professor,doctor,None 
peace,plan,None 
development,issue,indirect_hypernyms 
sugar,approach,None 
media,trading,None 
attempt,peace,None 
direction,combination,None 
peace,atmosphere,None 
opera,industry,None 
street,children,None 
stock,life,None 
holy,sex,None 
report,gain,None 
start,match,None 
month,hotel,None 
money,operation,None 
possibility,girl,None 
drink,car,None 
president,medal,None 
profit,loss,None 
minority,peace,None 
governor,interview,None 
line,insurance,hyponyms 
investigation,effort,None 
stock,live,None 
peace,insurance,None 
