physics,chemistry,None 
football,basketball,co_part_holonyms 
television,radio,None 
seven,series,None 
liquid,water,hyponyms 
rock,jazz,None 
man,woman,antonyms 
king,queen,identity 
glass,metal,None 
type,kind,hypernyms 
psychology,science,hypernyms 
planet,moon,None 
journal,association,None 
food,fruit,None 
five,month,None 
computer,news,None 
image,surface,None 
media,radio,indirect_hyponyms 
money,cash,None 
planet,sun,None 
planet,star,None 
music,project,None 
school,center,None 
experience,music,None 
consumer,energy,None 
space,chemistry,None 
coast,hill,None 
life,death,part_meronyms 
century,year,indirect_part_meronyms 
coast,forest,None 
population,development,None 
cup,food,indirect_hypernyms 
wood,forest,identity 
life,term,indirect_hypernyms 
train,car,member_meronyms 
student,professor,None 
car,flight,None 
street,place,indirect_hypernyms 
money,currency,hypernyms 
man,governor,None 
money,dollar,None 
street,block,None 
ministry,culture,None 
architecture,century,None 
start,year,None 
cup,article,indirect_hypernyms 
skin,eye,None 
problem,airport,None 
energy,secretary,None 
plane,car,indirect_hypernyms 
opera,performance,None 
holy,sex,None 
start,match,None 
peace,plan,None 
cup,substance,indirect_hypernyms 
cup,object,indirect_hypernyms 
stock,life,None 
century,nation,None 
opera,industry,None 
street,children,None 
focus,life,None 
media,gain,None 
development,issue,indirect_hypernyms 
drink,mother,None 
stock,live,None 
money,operation,None 
professor,doctor,None 
travel,activity,indirect_hypernyms 
direction,combination,None 
peace,atmosphere,None 
president,medal,None 
attempt,peace,None 
sugar,approach,None 
practice,institution,indirect_hyponyms 
month,hotel,None 
report,gain,None 
line,insurance,hyponyms 
media,trading,None 
drink,car,None 
investigation,effort,None 
governor,interview,None 
minority,peace,None 
peace,insurance,None 
profit,loss,None 
possibility,girl,None 
