physics,chemistry,None 
television,radio,None 
football,basketball,co_part_holonyms 
rock,jazz,None 
man,woman,antonyms 
seven,series,None 
liquid,water,hyponyms 
journal,association,None 
king,queen,identity 
type,kind,hypernyms 
psychology,science,hypernyms 
planet,moon,None 
glass,metal,None 
media,radio,indirect_hyponyms 
image,surface,None 
money,cash,None 
computer,news,None 
five,month,None 
food,fruit,None 
music,project,None 
planet,sun,None 
school,center,None 
experience,music,None 
money,currency,hypernyms 
life,death,part_meronyms 
century,year,indirect_part_meronyms 
population,development,None 
coast,hill,None 
train,car,member_meronyms 
cup,food,indirect_hypernyms 
life,term,indirect_hypernyms 
architecture,century,None 
money,dollar,None 
space,chemistry,None 
planet,star,None 
plane,car,indirect_hypernyms 
consumer,energy,None 
cup,substance,indirect_hypernyms 
cup,article,indirect_hypernyms 
street,place,indirect_hypernyms 
street,block,None 
ministry,culture,None 
cup,object,indirect_hypernyms 
start,year,None 
student,professor,None 
man,governor,None 
coast,forest,None 
skin,eye,None 
car,flight,None 
media,gain,None 
energy,secretary,None 
problem,airport,None 
century,nation,None 
wood,forest,identity 
stock,life,None 
development,issue,indirect_hypernyms 
holy,sex,None 
street,children,None 
focus,life,None 
professor,doctor,None 
peace,plan,None 
start,match,None 
opera,industry,None 
stock,live,None 
sugar,approach,None 
report,gain,None 
opera,performance,None 
media,trading,None 
money,operation,None 
month,hotel,None 
president,medal,None 
drink,mother,None 
attempt,peace,None 
direction,combination,None 
practice,institution,indirect_hyponyms 
travel,activity,indirect_hypernyms 
investigation,effort,None 
line,insurance,hyponyms 
profit,loss,None 
minority,peace,None 
peace,atmosphere,None 
drink,car,None 
governor,interview,None 
possibility,girl,None 
peace,insurance,None 
