physics,chemistry,None 
television,radio,None 
football,basketball,co_part_holonyms 
seven,series,None 
liquid,water,hyponyms 
man,woman,antonyms 
rock,jazz,None 
king,queen,identity 
type,kind,hypernyms 
planet,moon,None 
glass,metal,None 
computer,news,None 
psychology,science,hypernyms 
five,month,None 
journal,association,None 
planet,sun,None 
music,project,None 
image,surface,None 
food,fruit,None 
money,cash,None 
media,radio,indirect_hyponyms 
coast,hill,None 
space,chemistry,None 
street,place,indirect_hypernyms 
planet,star,None 
money,dollar,None 
cup,substance,indirect_hypernyms 
experience,music,None 
cup,food,indirect_hypernyms 
century,year,indirect_part_meronyms 
life,death,part_meronyms 
population,development,None 
school,center,None 
skin,eye,None 
street,block,None 
ministry,culture,None 
life,term,indirect_hypernyms 
consumer,energy,None 
plane,car,indirect_hypernyms 
money,currency,hypernyms 
architecture,century,None 
coast,forest,None 
problem,airport,None 
cup,article,indirect_hypernyms 
student,professor,None 
train,car,member_meronyms 
car,flight,None 
man,governor,None 
start,year,None 
holy,sex,None 
energy,secretary,None 
cup,object,indirect_hypernyms 
stock,life,None 
professor,doctor,None 
wood,forest,identity 
century,nation,None 
street,children,None 
peace,plan,None 
media,gain,None 
opera,industry,None 
focus,life,None 
president,medal,None 
drink,mother,None 
opera,performance,None 
start,match,None 
development,issue,indirect_hypernyms 
direction,combination,None 
money,operation,None 
attempt,peace,None 
sugar,approach,None 
month,hotel,None 
stock,live,None 
drink,car,None 
peace,atmosphere,None 
travel,activity,indirect_hypernyms 
minority,peace,None 
profit,loss,None 
report,gain,None 
practice,institution,indirect_hyponyms 
line,insurance,hyponyms 
media,trading,None 
governor,interview,None 
investigation,effort,None 
peace,insurance,None 
possibility,girl,None 
